user_id,install_date,d1_retained,d7_retained,d30_retained
user_124,2025-06-30,0,0,0
user_125,2025-07-14,1,0,0
user_126,2025-07-01,0,0,0
user_127,2025-07-07,1,0,0
user_128,2025-07-08,1,0,0
user_129,2025-07-21,1,0,0
user_130,2025-07-14,0,0,0
user_131,2025-07-10,1,0,0
user_132,2025-07-20,1,1,0
user_133,2025-07-14,0,1,0
user_134,2025-07-22,1,0,0
user_135,2025-07-12,0,0,0
user_136,2025-06-30,1,0,0
user_137,2025-07-22,1,0,0
user_138,2025-07-12,1,0,0
user_139,2025-06-26,1,0,0
user_140,2025-06-28,1,0,0
user_141,2025-07-16,1,0,0
user_142,2025-07-13,0,1,0
user_143,2025-07-01,1,0,0
user_144,2025-06-23,1,0,0
user_145,2025-07-19,1,1,0
user_146,2025-07-03,1,0,0
user_147,2025-07-08,1,0,0
user_148,2025-07-22,1,0,0
user_149,2025-07-19,1,1,0
user_150,2025-07-15,1,0,0
user_151,2025-06-29,0,0,0
user_152,2025-07-06,1,0,0
user_153,2025-07-22,1,1,0
user_154,2025-06-24,1,1,0
user_155,2025-07-01,1,0,0
user_156,2025-07-17,1,0,0
user_157,2025-07-21,0,0,0
user_158,2025-07-06,1,0,0
user_159,2025-07-02,0,0,0
user_160,2025-07-19,0,0,0
user_161,2025-07-16,0,0,0
user_162,2025-07-04,1,0,0
user_163,2025-07-01,0,0,0
user_164,2025-07-13,0,1,0
user_165,2025-07-12,0,1,0
user_166,2025-07-11,1,0,0
user_167,2025-07-03,1,0,0
user_168,2025-07-11,1,0,0
user_169,2025-07-01,1,1,1
user_170,2025-07-22,1,0,0
user_171,2025-07-04,1,0,0
user_172,2025-07-10,1,0,0
user_173,2025-07-09,1,0,0
user_174,2025-06-27,1,1,0
user_175,2025-07-14,1,1,0
user_176,2025-07-06,1,1,1
user_177,2025-07-18,0,0,0
user_178,2025-07-07,1,0,0
user_179,2025-07-19,1,0,0
user_180,2025-07-15,1,0,0
user_181,2025-06-23,0,1,0
user_182,2025-07-18,1,0,0
user_183,2025-07-07,1,0,0
user_184,2025-07-05,1,0,0
user_185,2025-07-01,1,0,0
user_186,2025-06-23,0,0,0
user_187,2025-07-22,1,0,0
user_188,2025-06-28,0,0,1
user_189,2025-07-02,0,0,0
user_190,2025-07-01,0,1,0
user_191,2025-07-22,0,0,0
user_192,2025-07-13,1,1,0
user_193,2025-07-01,0,1,0
user_194,2025-07-05,0,0,0
user_195,2025-07-18,0,1,0
user_196,2025-07-17,0,1,0
user_197,2025-07-18,1,0,0
user_198,2025-07-14,1,1,0
user_199,2025-06-29,1,1,0
user_200,2025-07-13,1,0,1
user_201,2025-06-25,1,1,0
user_202,2025-07-13,1,1,0
user_203,2025-07-13,1,0,0
user_204,2025-07-03,0,1,0
user_205,2025-07-12,1,0,0
user_206,2025-07-15,1,0,0
user_207,2025-07-19,1,0,0
user_208,2025-07-05,1,0,0
user_209,2025-07-18,0,0,1
user_210,2025-07-16,1,0,0
user_211,2025-06-26,1,1,0
user_212,2025-07-02,1,0,0
user_213,2025-07-17,1,0,0
user_214,2025-07-17,1,1,0
user_215,2025-06-25,1,0,0
user_216,2025-06-30,0,1,0
user_217,2025-06-29,1,0,1
user_218,2025-07-22,1,0,0
user_219,2025-07-12,1,0,0
user_220,2025-07-08,0,1,0
user_221,2025-07-19,1,1,1
user_222,2025-07-19,1,1,0
user_223,2025-07-20,0,1,1
user_224,2025-07-01,1,0,0
user_225,2025-07-03,0,0,0
user_226,2025-07-01,1,0,0
user_227,2025-07-14,1,0,0
user_228,2025-07-16,1,0,0
user_229,2025-07-16,0,0,0
user_230,2025-07-07,0,1,0
user_231,2025-06-23,1,1,0
user_232,2025-07-19,1,0,0
user_233,2025-07-08,1,1,0
user_234,2025-06-23,1,0,0
user_235,2025-07-14,0,0,0
user_236,2025-07-07,1,0,0
user_237,2025-06-29,0,0,0
user_238,2025-07-13,0,1,0
user_239,2025-06-28,0,0,0
user_240,2025-06-27,0,0,0
user_241,2025-06-30,1,0,0
user_242,2025-07-16,0,0,0
user_243,2025-07-02,1,0,0
user_244,2025-07-21,1,1,0
user_245,2025-07-06,0,1,0
user_246,2025-07-12,0,1,0
user_247,2025-07-09,0,1,0
user_248,2025-07-08,0,0,0
user_249,2025-07-14,1,0,0
user_250,2025-07-01,0,0,0
user_251,2025-07-21,0,1,0
user_252,2025-07-21,1,0,0
user_253,2025-07-01,0,0,0
user_254,2025-07-13,0,0,0
user_255,2025-07-15,1,0,0
user_256,2025-07-14,1,0,0
user_257,2025-07-22,0,0,0
user_258,2025-07-08,1,0,0
user_259,2025-06-26,0,1,0
user_260,2025-07-11,1,1,0
user_261,2025-07-18,0,0,0
user_262,2025-07-03,1,0,0
user_263,2025-07-21,1,0,0
user_264,2025-07-19,1,0,0
user_265,2025-07-02,0,0,0
user_266,2025-07-22,1,0,0
user_267,2025-07-05,1,1,0
user_268,2025-06-24,1,0,0
user_269,2025-07-08,0,0,0
user_270,2025-07-21,0,0,0
user_271,2025-07-13,0,0,0
user_272,2025-06-28,1,0,0
user_273,2025-07-04,1,0,0
user_274,2025-06-26,1,0,0
user_275,2025-07-17,1,0,0
user_276,2025-07-04,1,0,0
user_277,2025-07-03,0,0,0
user_278,2025-07-02,1,0,0
user_279,2025-07-20,1,0,0
user_280,2025-07-09,1,0,0
user_281,2025-07-15,0,0,0
user_282,2025-07-19,0,1,0
user_283,2025-07-21,0,0,1
user_284,2025-07-18,0,0,0
user_285,2025-07-14,1,1,0
user_286,2025-06-26,1,0,0
user_287,2025-07-01,1,0,0
user_288,2025-07-21,1,0,0
user_289,2025-07-21,0,1,0
user_290,2025-07-09,1,0,0
user_291,2025-07-05,1,1,0
user_292,2025-06-29,0,1,0
user_293,2025-07-08,0,0,0
user_294,2025-07-12,1,0,0
user_295,2025-06-25,0,0,0
user_296,2025-07-11,1,0,0
user_297,2025-06-23,1,1,0
user_298,2025-06-29,0,0,0
user_299,2025-07-22,0,0,0
user_300,2025-06-23,1,0,0
user_301,2025-07-12,1,1,0
user_302,2025-06-28,1,1,0
user_303,2025-07-14,1,0,0
user_304,2025-07-08,1,0,0
user_305,2025-07-15,1,0,0
user_306,2025-06-23,1,0,0
user_307,2025-07-01,1,1,1
user_308,2025-07-21,1,0,0
user_309,2025-07-05,1,0,0
user_310,2025-07-17,0,0,0
user_311,2025-07-13,1,0,0
user_312,2025-07-01,0,1,0
user_313,2025-07-12,1,0,0
user_314,2025-07-20,0,1,0
user_315,2025-07-15,1,0,0
user_316,2025-06-30,1,0,0
user_317,2025-07-19,1,0,0
user_318,2025-07-16,0,0,0
user_319,2025-07-15,0,0,0
user_320,2025-07-17,1,0,0
user_321,2025-07-12,1,1,0
user_322,2025-07-22,0,1,0
user_323,2025-07-19,1,0,0
user_324,2025-07-01,1,1,0
user_325,2025-07-05,1,1,0
user_326,2025-06-23,1,1,0
user_327,2025-07-08,1,0,1
user_328,2025-07-21,0,0,0
user_329,2025-07-15,1,0,0
user_330,2025-06-23,1,1,0
user_331,2025-07-08,1,1,0
user_332,2025-07-13,0,1,0
user_333,2025-07-19,0,0,0
user_334,2025-06-27,1,0,0
user_335,2025-06-27,0,1,0
user_336,2025-07-14,1,1,0
user_337,2025-07-10,0,0,0
user_338,2025-07-16,0,1,0
user_339,2025-07-15,1,0,0
user_340,2025-07-19,0,0,0
user_341,2025-06-24,0,0,0
user_342,2025-07-09,1,0,0
user_343,2025-06-24,1,0,0
user_344,2025-07-03,1,1,0
user_345,2025-06-26,0,1,0
user_346,2025-07-22,0,0,0
user_347,2025-07-09,0,0,0
user_348,2025-07-13,1,1,0
user_349,2025-07-05,0,0,1
user_350,2025-07-10,1,0,0
user_351,2025-07-21,0,0,1
user_352,2025-06-25,1,0,0
user_353,2025-07-21,1,0,0
user_354,2025-07-20,0,1,0
user_355,2025-07-17,0,1,0
user_356,2025-06-23,1,0,0
user_357,2025-06-26,0,1,0
user_358,2025-07-06,1,0,0
user_359,2025-07-12,0,0,0
user_360,2025-07-01,0,0,0
user_361,2025-07-14,1,0,0
user_362,2025-06-28,1,0,1
user_363,2025-07-10,1,0,0
user_364,2025-07-08,1,0,0
user_365,2025-07-03,1,0,0
user_366,2025-07-14,0,0,0
user_367,2025-07-08,1,0,0
user_368,2025-07-11,1,0,0
user_369,2025-06-27,0,1,1
user_370,2025-07-10,1,0,0
user_371,2025-06-24,1,0,0
user_372,2025-06-26,0,0,0
user_373,2025-07-21,1,1,0
user_374,2025-07-10,0,0,0
user_375,2025-07-15,1,1,1
user_376,2025-07-10,0,0,0
user_377,2025-07-07,0,0,0
user_378,2025-07-21,0,0,0
user_379,2025-07-11,1,1,0
user_380,2025-07-02,1,0,0
user_381,2025-07-20,0,0,0
user_382,2025-07-06,1,0,0
user_383,2025-07-11,0,1,0
user_384,2025-07-19,1,0,1
user_385,2025-07-15,1,0,0
user_386,2025-07-16,1,0,0
user_387,2025-06-27,0,1,0
user_388,2025-07-04,1,0,0
user_389,2025-07-11,0,0,0
user_390,2025-06-27,1,0,0
user_391,2025-07-03,1,0,0
user_392,2025-06-29,1,0,0
user_393,2025-07-04,1,0,0
user_394,2025-07-17,1,0,0
user_395,2025-07-14,1,0,0
user_396,2025-06-27,1,1,0
user_397,2025-07-01,1,0,0
user_398,2025-06-24,1,1,0
user_399,2025-07-14,1,0,0
user_400,2025-07-22,1,0,0
user_401,2025-07-11,1,0,0
user_402,2025-07-05,1,1,0
user_403,2025-07-08,0,0,0
user_404,2025-07-20,1,0,0
user_405,2025-07-01,0,1,0
user_406,2025-07-01,0,0,0
user_407,2025-07-21,1,0,0
user_408,2025-07-12,1,1,0
user_409,2025-07-16,1,0,0
user_410,2025-07-08,0,1,0
user_411,2025-07-22,0,0,0
user_412,2025-07-12,1,0,0
user_413,2025-06-28,1,0,0
user_414,2025-07-02,0,1,0
user_415,2025-07-04,0,0,0
user_416,2025-07-15,0,0,0
user_417,2025-06-28,1,0,0
user_418,2025-07-09,0,0,0
user_419,2025-07-03,1,0,0
user_420,2025-07-14,0,1,0
user_421,2025-06-23,0,0,0
user_422,2025-07-12,1,1,0
user_423,2025-07-16,0,0,0
user_424,2025-07-05,1,0,0
user_425,2025-07-15,1,0,0
user_426,2025-07-09,0,0,0
user_427,2025-07-06,1,0,0
user_428,2025-07-11,0,0,0
user_429,2025-06-25,1,1,0
user_430,2025-06-29,0,0,0
user_431,2025-07-21,0,1,0
user_432,2025-07-04,0,0,0
user_433,2025-07-18,1,0,0
user_434,2025-07-13,0,1,0
user_435,2025-07-21,0,0,0
user_436,2025-07-05,1,0,0
user_437,2025-07-19,1,0,0
user_438,2025-07-05,1,0,0
user_439,2025-07-21,0,0,1
user_440,2025-07-03,0,0,0
user_441,2025-07-08,0,0,0
user_442,2025-07-17,1,0,0
user_443,2025-07-18,0,0,0
user_444,2025-07-12,0,0,0
user_445,2025-07-17,1,1,0
user_446,2025-07-04,1,1,0
user_447,2025-07-14,1,1,0
user_448,2025-06-25,0,0,0
user_449,2025-07-11,1,1,0
user_450,2025-06-30,1,0,0
user_451,2025-07-11,0,0,0
user_452,2025-07-06,1,0,0
user_453,2025-07-19,1,1,0
user_454,2025-07-10,1,0,0
user_455,2025-06-27,1,0,0
user_456,2025-07-19,1,0,0
user_457,2025-07-04,1,1,0
user_458,2025-06-30,0,0,0
user_459,2025-07-15,0,0,0
user_460,2025-07-13,1,0,0
user_461,2025-07-09,1,0,0
user_462,2025-07-03,1,1,0
user_463,2025-07-15,0,0,0
user_464,2025-07-02,0,0,0
user_465,2025-07-09,1,1,0
user_466,2025-06-26,1,1,0
user_467,2025-07-02,0,0,0
user_468,2025-07-12,1,1,0
user_469,2025-07-21,1,0,0
user_470,2025-06-23,0,1,0
user_471,2025-07-17,0,1,0
user_472,2025-07-11,1,0,0
user_473,2025-07-10,1,0,1
user_474,2025-07-09,1,0,0
user_475,2025-07-01,0,0,0
user_476,2025-07-10,1,0,1
user_477,2025-06-26,0,0,0
user_478,2025-07-18,1,0,0
user_479,2025-07-04,1,1,0
user_480,2025-07-14,0,0,1
user_481,2025-07-14,1,1,0
user_482,2025-07-21,1,0,1
user_483,2025-07-18,0,0,0
user_484,2025-07-07,0,0,0
user_485,2025-06-30,1,0,0
user_486,2025-06-25,1,0,0
user_487,2025-07-08,1,0,0
user_488,2025-07-09,1,0,0
user_489,2025-07-15,1,0,1
user_490,2025-06-23,1,1,0
user_491,2025-07-15,1,1,1
user_492,2025-06-23,1,0,0
user_493,2025-07-15,0,0,0
user_494,2025-07-02,0,0,0
user_495,2025-07-21,0,0,0
user_496,2025-06-28,0,0,0
user_497,2025-07-09,0,1,0
user_498,2025-07-16,1,0,0
user_499,2025-06-23,1,0,0
user_500,2025-07-06,1,1,0
user_501,2025-06-29,0,0,0
user_502,2025-06-27,1,1,0
user_503,2025-07-18,1,0,0
user_504,2025-07-02,1,1,0
user_505,2025-07-05,1,0,0
user_506,2025-07-02,1,1,0
user_507,2025-07-12,0,0,0
user_508,2025-07-21,0,0,0
user_509,2025-07-22,1,0,0
user_510,2025-07-09,0,0,0
user_511,2025-07-22,0,0,0
user_512,2025-06-27,0,0,0
user_513,2025-07-20,1,0,0
user_514,2025-06-23,1,0,0
user_515,2025-06-29,1,1,0
user_516,2025-07-19,1,0,0
user_517,2025-07-02,1,0,0
user_518,2025-06-29,0,1,0
user_519,2025-07-21,1,0,0
user_520,2025-07-11,0,0,0
user_521,2025-06-24,0,1,0
user_522,2025-06-29,1,1,0
user_523,2025-07-21,0,0,0
user_524,2025-07-02,1,1,0
user_525,2025-06-27,1,1,0
user_526,2025-06-30,1,0,0
user_527,2025-07-02,0,1,0
user_528,2025-07-04,1,1,1
user_529,2025-07-08,1,0,0
user_530,2025-07-10,1,1,1
user_531,2025-07-20,0,1,0
user_532,2025-07-04,0,0,0
user_533,2025-07-16,0,0,0
user_534,2025-07-11,1,1,0
user_535,2025-06-30,1,1,0
user_536,2025-07-06,0,0,0
user_537,2025-06-26,1,0,0
user_538,2025-07-17,1,0,0
user_539,2025-07-08,1,1,0
user_540,2025-07-07,1,1,0
user_541,2025-07-13,1,0,0
user_542,2025-07-09,0,0,0
user_543,2025-07-13,1,0,1
user_544,2025-07-16,0,0,0
user_545,2025-07-13,1,0,1
user_546,2025-07-09,1,0,0
user_547,2025-07-12,1,0,0
user_548,2025-07-10,0,0,0
user_549,2025-06-25,0,0,0
user_550,2025-07-16,1,1,0
user_551,2025-07-20,1,1,0
user_552,2025-07-04,0,0,0
user_553,2025-07-11,1,0,0
user_554,2025-06-26,1,0,0
user_555,2025-06-27,1,1,0
user_556,2025-07-18,0,1,0
user_557,2025-06-27,0,0,0
user_558,2025-06-23,0,1,0
user_559,2025-07-19,0,0,0
user_560,2025-07-03,1,0,0
user_561,2025-07-06,1,1,0
user_562,2025-07-18,0,0,1
user_563,2025-07-08,0,0,0
user_564,2025-06-30,0,0,0
user_565,2025-07-05,1,0,0
user_566,2025-07-07,0,1,0
user_567,2025-07-20,1,0,0
user_568,2025-07-06,1,0,0
user_569,2025-07-10,1,0,0
user_570,2025-07-15,1,1,0
user_571,2025-07-18,0,1,0
user_572,2025-07-15,1,1,0
user_573,2025-07-06,1,0,0
user_574,2025-07-19,1,1,0
user_575,2025-07-04,0,0,0
user_576,2025-06-30,1,0,0
user_577,2025-07-18,1,1,0
user_578,2025-07-05,0,0,0
user_579,2025-07-19,1,0,0
user_580,2025-07-06,1,0,0
user_581,2025-07-09,1,1,0
user_582,2025-07-12,0,0,0
user_583,2025-06-23,0,0,0
user_584,2025-07-14,1,0,0
user_585,2025-06-28,0,0,1
user_586,2025-07-21,1,1,0
user_587,2025-06-29,1,0,0
user_588,2025-07-17,1,0,0
user_589,2025-07-05,1,0,0
user_590,2025-06-28,0,0,0
user_591,2025-07-19,1,0,0
user_592,2025-06-29,0,0,0
user_593,2025-06-27,1,0,0
user_594,2025-06-26,1,1,0
user_595,2025-07-12,1,1,0
user_596,2025-06-29,0,1,0
user_597,2025-07-15,0,0,1
user_598,2025-07-05,0,0,0
user_599,2025-07-02,1,0,0
user_600,2025-07-19,0,0,0
user_601,2025-07-01,1,1,0
user_602,2025-06-29,0,0,0
user_603,2025-07-01,1,0,0
user_604,2025-06-24,0,1,0
user_605,2025-07-13,0,0,0
user_606,2025-07-18,0,0,0
user_607,2025-07-09,1,0,0
user_608,2025-07-01,1,0,0
user_609,2025-06-25,1,0,0
user_610,2025-07-05,1,0,0
user_611,2025-07-14,1,0,0
user_612,2025-07-18,1,0,0
user_613,2025-07-14,1,0,0
user_614,2025-07-12,0,0,0
user_615,2025-06-24,0,0,1
user_616,2025-07-04,1,0,0
user_617,2025-07-21,1,0,0
user_618,2025-07-11,1,1,0
user_619,2025-07-17,1,0,0
user_620,2025-07-07,0,1,0
user_621,2025-07-05,0,1,0
user_622,2025-07-02,1,1,0
user_623,2025-07-16,1,0,0
user_624,2025-07-17,1,0,1
user_625,2025-06-23,1,0,0
user_626,2025-07-11,1,0,0
user_627,2025-07-17,1,0,0
user_628,2025-07-08,1,0,1
user_629,2025-07-11,0,0,0
user_630,2025-07-02,0,0,0
user_631,2025-07-10,1,1,0
user_632,2025-06-26,1,0,0
user_633,2025-07-02,1,0,0
user_634,2025-07-15,0,1,0
user_635,2025-07-07,0,0,0
user_636,2025-07-14,0,0,0
user_637,2025-07-04,0,1,0
user_638,2025-07-20,1,0,1
user_639,2025-07-04,1,0,0
user_640,2025-07-01,1,0,0
user_641,2025-07-14,1,1,0
user_642,2025-07-14,0,1,0
user_643,2025-07-20,1,1,0
user_644,2025-07-11,1,0,0
user_645,2025-06-27,1,1,0
user_646,2025-06-24,0,0,0
user_647,2025-07-04,1,0,0
user_648,2025-07-18,0,0,0
user_649,2025-06-30,1,0,1
user_650,2025-07-20,1,0,0
user_651,2025-07-07,1,0,0
user_652,2025-06-24,1,0,0
user_653,2025-06-26,0,0,0
user_654,2025-06-24,1,0,0
user_655,2025-07-20,1,1,0
user_656,2025-07-16,1,0,0
user_657,2025-07-22,1,0,0
user_658,2025-07-18,1,0,0
user_659,2025-07-13,0,0,0
user_660,2025-06-29,1,0,0
user_661,2025-06-28,0,1,0
user_662,2025-06-30,1,0,0
user_663,2025-07-12,0,0,0
user_664,2025-06-30,0,0,0
user_665,2025-06-25,1,1,0
user_666,2025-06-28,1,0,0
user_667,2025-07-16,0,0,0
user_668,2025-07-21,1,0,0
user_669,2025-06-29,1,0,0
user_670,2025-07-14,0,0,0
user_671,2025-07-08,0,0,0
user_672,2025-07-06,1,0,0
user_673,2025-07-07,0,0,0
user_674,2025-07-21,1,0,1
user_675,2025-07-15,1,0,0
user_676,2025-07-05,1,1,0
user_677,2025-07-11,1,1,0
user_678,2025-07-05,0,0,0
user_679,2025-07-22,1,0,0
user_680,2025-06-26,0,1,0
user_681,2025-07-10,0,0,1
user_682,2025-07-13,0,0,0
user_683,2025-07-09,1,0,0
user_684,2025-07-15,1,0,0
user_685,2025-07-22,1,1,0
user_686,2025-07-14,1,1,0
user_687,2025-06-30,1,0,0
user_688,2025-06-25,1,0,0
user_689,2025-06-29,1,0,0
user_690,2025-07-02,1,0,0
user_691,2025-07-05,1,0,0
user_692,2025-07-08,0,0,0
user_693,2025-07-17,0,0,0
user_694,2025-06-24,0,1,0
user_695,2025-07-12,0,0,0
user_696,2025-07-15,1,0,0
user_697,2025-07-22,1,1,0
user_698,2025-07-19,1,0,0
user_699,2025-06-28,1,1,0
user_700,2025-07-06,1,0,0
user_701,2025-07-09,1,1,0
user_702,2025-07-11,0,1,0
user_703,2025-07-17,1,0,0
user_704,2025-07-15,1,1,0
user_705,2025-07-03,0,0,0
user_706,2025-06-28,1,0,0
user_707,2025-07-21,1,0,0
user_708,2025-06-26,0,1,1
user_709,2025-06-30,0,0,0
user_710,2025-07-05,0,0,0
user_711,2025-07-21,0,1,0
user_712,2025-07-21,0,0,0
user_713,2025-07-10,0,1,0
user_714,2025-07-19,1,0,0
user_715,2025-07-21,1,0,0
user_716,2025-07-14,0,0,0
user_717,2025-06-23,0,0,0
user_718,2025-07-04,0,1,0
user_719,2025-07-20,0,1,0
user_720,2025-07-02,1,0,0
user_721,2025-07-06,1,0,0
user_722,2025-06-25,0,0,0
user_723,2025-07-15,1,0,1
user_724,2025-07-05,1,0,1
user_725,2025-06-27,0,0,0
user_726,2025-07-07,1,0,0
user_727,2025-07-12,0,0,0
user_728,2025-07-16,0,0,0
user_729,2025-07-05,0,1,0
user_730,2025-07-22,0,0,0
user_731,2025-07-11,0,0,0
user_732,2025-07-19,0,0,0
user_733,2025-06-29,0,0,0
user_734,2025-07-18,0,1,0
user_735,2025-07-05,0,0,0
user_736,2025-07-04,0,0,0
user_737,2025-07-14,1,0,0
user_738,2025-07-14,0,0,1
user_739,2025-06-24,1,0,0
user_740,2025-07-14,0,0,1
user_741,2025-07-10,1,1,0
user_742,2025-06-25,1,1,0
user_743,2025-07-20,1,0,0
user_744,2025-07-14,1,0,0
user_745,2025-06-24,0,0,0
user_746,2025-07-11,0,1,0
user_747,2025-07-15,0,1,0
user_748,2025-06-28,1,0,0
user_749,2025-07-18,1,0,0
user_750,2025-07-20,0,0,0
user_751,2025-07-10,0,0,0
user_752,2025-07-13,1,0,0
user_753,2025-07-15,1,1,0
user_754,2025-06-25,0,0,0
user_755,2025-07-16,0,1,0
user_756,2025-07-05,0,1,0
user_757,2025-07-07,1,0,0
user_758,2025-07-22,1,0,0
user_759,2025-07-07,1,0,0
user_760,2025-07-05,1,1,0
user_761,2025-07-08,1,1,1
user_762,2025-07-09,1,0,0
user_763,2025-07-02,1,0,0
user_764,2025-07-10,1,0,1
user_765,2025-07-02,0,1,0
user_766,2025-07-16,1,0,0
user_767,2025-06-27,1,0,0
user_768,2025-07-04,1,1,0
user_769,2025-07-04,0,1,0
user_770,2025-07-09,0,0,0
user_771,2025-07-06,1,0,1
user_772,2025-07-21,0,0,0
user_773,2025-07-05,0,0,0
user_774,2025-07-20,1,0,0
user_775,2025-06-27,0,1,0
user_776,2025-07-08,0,0,0
user_777,2025-07-18,1,1,0
user_778,2025-07-11,0,0,1
user_779,2025-07-07,1,0,0
user_780,2025-07-17,1,0,0
user_781,2025-07-12,0,0,0
user_782,2025-07-07,1,0,0
user_783,2025-06-25,1,0,0
user_784,2025-07-14,1,0,1
user_785,2025-07-01,1,0,0
user_786,2025-07-03,0,0,1
user_787,2025-06-30,1,0,0
user_788,2025-06-26,1,0,0
user_789,2025-07-11,1,0,0
user_790,2025-07-19,1,0,0
user_791,2025-07-20,0,0,0
user_792,2025-06-30,0,0,0
user_793,2025-07-13,1,0,0
user_794,2025-07-07,1,0,1
user_795,2025-07-20,0,0,0
user_796,2025-07-19,0,0,0
user_797,2025-07-20,0,1,0
user_798,2025-06-28,0,1,0
user_799,2025-07-15,1,0,0
user_800,2025-07-16,1,0,0
user_801,2025-06-27,1,0,0
user_802,2025-06-30,1,0,0
user_803,2025-06-27,1,1,0
user_804,2025-07-09,0,0,0
user_805,2025-06-28,1,1,1
user_806,2025-07-01,1,0,0
user_807,2025-07-02,1,1,1
user_808,2025-07-10,1,0,0
user_809,2025-06-27,1,1,1
user_810,2025-06-26,0,1,0
user_811,2025-07-19,1,1,0
user_812,2025-07-18,1,1,0
user_813,2025-06-26,0,0,0
user_814,2025-07-17,1,0,0
user_815,2025-07-09,1,0,0
user_816,2025-07-19,1,0,0
user_817,2025-07-19,0,1,0
user_818,2025-07-10,0,1,0
user_819,2025-07-08,1,0,0
